business_name,address,city,category,rating,review_text,review_length,review_words
Great Value! Sinful Colors Always Works Well For Me And These Grab Bags Are Great For Building Up My Color Collection.  Beauty Brags Always Packages Well And Ships Quickly.  I Have Purchased Several Times From Them And Will Continue To Do So.,nan,Ahmedabad,salon,5.0,Great value! Sinful Colors always works well for me and these grab bags are great for building up my color collection. Beauty Brags always packages well and ships quickly. I have purchased several times from them and will continue to do so.,240,42
"I Have Not Noticed Any Results, Good Or Bad, After 10 Applications. Not Sure If This Is Doing Anything For My Skin. I Continue To Use It Hoping This Is Helping Even Though I Can'T See Or Feel Results, Plus It Was $20 Something Bucks And I Don'T Want To Waste That Money. I Have Even Slept With This On A Few Times And Still No Difference That I Can Notice. The Mask Is Clear, It Goes On Easy Enough And Does Not Shrink Up To Make Your Face Feel Pulled Tight, It Does Not Flake Off At Night And It Washes Off Very Easily.",nan,Ahmedabad,salon,2.0,"I have not noticed any results, good or bad, after 10 applications. Not sure if this is doing anything for my skin. I continue to use it hoping this is helping even though I can't see or feel results, plus it was $20 something bucks and I don't want to waste that money. I have even slept with this on a few times and still no difference that I can notice. The mask is clear, it goes on easy enough and does not shrink up to make your face feel pulled tight, it does not flake off at night and it washes off very easily.",520,105
"Very Blue, Makes Skin Look Orange.  Careful! I Have Not Orange Tone To My Skin But This Is So Blue It Makes It Look Like It.  Since It Has Been Opened, Cannot Return.",nan,Bangalore,salon,1.0,"VERY BLUE, makes skin look orange. CAREFUL! I have not orange tone to my skin but this is so blue it makes it look like it. Since it has been opened, cannot return.",164,33
"So I Am Satisfied With This Cream This Cream Has Actually Made A Slight Difference So Far. I Have Been Using This For Almost Two Weeks And I'M Starting To Notice My Breasts Do Feel Fuller. They Are Still The Same Size But The Shape Has Improved. I Am A Former Bf Mom So They Are Not As Perky As They Once Were. I Wouldn'T Say This Is A Replacement For Surgery Or Anything Though. For Me Just Seeing Any Improvement Is Exciting, So I Am Satisfied With This Cream. I Wasn'T Really Expecting This To Work In The Beginning, I Began To See A Difference Around The Third Day. I Used It Twice A Day.<Br /><Br />The Smell Is A Little Different. It Was Musky To Me. It Doesn'T Smell Bad.. But It Could Be Better. The Size Is Probably Enough For A Few Months, I Still Have Tons So A Little Goes A Long Way. The Consistency Is Thick And Really Blendable. A Little Nickel Sized Amount Is About What I Use Each Time Because It Spreads Easily. It Really Just Feels Like Lotion On Your Skin, It Isn'T Sticky Or Gel Like.<Br /><Br />The Only Thing I Didn'T Like About This Was The Fragrance, The Scent Is Not A Scent I Would Normally Wear But Since It Does Seem To Benefit My Breasts It<Br />Is A Scent I Can Live With, I Just Spray Perfume Over My Shirt And It Covers It Up.<Br /><Br />Overall I Am Happy About This Cream, Even With The Change Being Suttle So Far It Still Has Some Affect And That'S Better Than Nothing For Me. I'M Hoping I See More Improvement With This In The Long Run And I Will Continue Using It.<Br /><Br />I Did Receive This Product At A Discount Or For Free In Exchange For My Honest And Unbiased Review. I Do Express My Reviews Honestly By The Actual Experience I Have With The Product.",nan,Bangalore,salon,5.0,"so I am satisfied with this cream This cream has actually made a slight difference so far. I have been using this for almost two weeks and I'm starting to notice my breasts do feel fuller. They are still the same size but the shape has improved. I am a former bf mom so they are not as perky as they once were. I wouldn't say this is a replacement for surgery or anything though. For me just seeing any improvement is exciting, so I am satisfied with this cream. I wasn't really expecting this to work in the beginning, I began to see a difference around the third day. I used it twice a day.<br /><br />The smell is a little different. It was musky to me. It doesn't smell bad.. but it could be better. The size is probably enough for a few months, I still have tons so a little goes a long way. The consistency is thick and really blendable. A little nickel sized amount is about what I use each time because it spreads easily. It really just feels like lotion on your skin, it isn't sticky or gel like.<br /><br />The only thing I didn't like about this was the fragrance, the scent is not a scent I would normally wear but since it does seem to benefit my breasts it<br />Is a scent I can live with, I just spray perfume over my shirt and it covers it up.<br /><br />Overall I am happy about this cream, even with the change being suttle so far it still has some affect and that's better than nothing for me. I'm hoping I see more improvement with this in the long run and I will continue using it.<br /><br />I did receive this product at a discount or for free in exchange for my honest and unbiased review. I do express my reviews honestly by the actual experience I have with the product.",1696,327
"Not Holding Hair Tightly  Like I Wanted But Ok Ok, No Problems",nan,Ahmedabad,salon,4.0,"Not holding hair Tightly like I wanted But ok Ok, no problems",61,12
Good Product Works Well. Only Use Once Or Twice A Week.<Br />Holds Style In Hair Well. Nice Smell.,nan,Bangalore,salon,5.0,Good product Works well. Only use once or twice a week.<br />Holds style in hair well. Nice smell.,98,18
Not All That Effective But My Boy Loves It. Pro:<Br />My Cat Adores This Thing. He Bugs Me To Brush Him With It Every Night. He Tries To Climb Onto My Nightstand To Remind Me.<Br /><Br />Con: It Doesn’T Hold A Candle To The Amount Of Hair I Get Off Him Using My Hartz Groomer'S Best Small Slicker Brush. The Hair’S Also Much Harder To Get Out Of The Brush Than With The Hartz One.,nan,Ahmedabad,salon,5.0,Not all that effective but my boy loves it. Pro:<br />My cat adores this thing. He bugs me to brush him with it every night. He tries to climb onto my nightstand to remind me.<br /><br />Con: it doesn’t hold a candle to the amount of hair I get off him using my Hartz Groomer's Best Small Slicker Brush. The hair’s also much harder to get out of the brush than with the Hartz one.,380,75
"Five Stars Nice Quality, Using On African American Hair",nan,Ahmedabad,salon,5.0,"Five Stars Nice quality, using on African American hair",55,9
"Good Enough Decent Enough But Wish They Were Sharper, Especially At The Ends. I Use The Ends Of The Snipper To Do Hang Nails And Trim The Corners Of The Fingernail Itself. Granted I Use Them For More Than Cuticles, Which Wears Them Out Faster, But When I Think Of The Name Soligen I Expect A Product Of Superior Quality.",nan,Ahmedabad,salon,4.0,"Good Enough Decent enough but wish they were sharper, especially at the ends. I use the ends of the snipper to do hang nails and trim the corners of the fingernail itself. Granted I use them for more than cuticles, which wears them out faster, but when I think of the name Soligen I expect a product of superior quality.",320,60
"Gorgeous, Just A Little Long. They Were Not To Heavy, But I Will Say That Applying Them Without Edits, The Inner Corner Piece Hurt My Eye A Little So You May Have To Cut Them Down (They’Re A Little Long). Other Than That, I Loved Them And Got A Lot Of Compliments. People Couldn’T Believe They Were From Amazon!",nan,Bangalore,salon,5.0,"Gorgeous, just a little long. They were not to heavy, but I will say that applying them without edits, the inner corner piece hurt my eye a little so you may have to cut them down (they’re a little long). Other than that, I loved them and got a lot of compliments. People couldn’t believe they were from Amazon!",311,59
Skin Feels Good Soft Facial,nan,Bangalore,salon,5.0,Skin feels good Soft facial,27,5
Great Chemo Hats But... They Vaccum Sealed These Tiny Hats (Basically Saving Them No Space).  It Made The Hats Permanently Wrinkled.  It Has Made Them Way Less Desirable To Wear.  Also Two Were Tight And One Was Way Too Loose.  The Two Tight Ones I Stretched A Bit And Now They Fit Great.  I Wear Them Around The House And Maybe Someday The Wrinkles Will Go Out But So Far No Luck With Everything I Have Tried.  I Can'T Wear The Middle Blue Color As It Is Way Too Big.  So I Really Just Got Two Wrinkled Hats Out Of Three.  So Close To Amazing.,nan,Bangalore,salon,3.0,Great Chemo Hats but... They vaccum sealed these tiny hats (basically saving them no space). It made the hats permanently wrinkled. It has made them way less desirable to wear. Also two were tight and one was way too loose. The two tight ones I stretched a bit and now they fit great. I wear them around the house and maybe someday the wrinkles will go out but so far no luck with everything I have tried. I can't wear the middle blue color as it is way too big. So I really just got two wrinkled hats out of three. So close to amazing.,536,105
"Nice And Soft This Is Real Avocado Butter. Soft And Buttery. I Love It.I Ordered Avocado Butter Years Ago From Another Site And The Difference Is Clear. That One Was Waxy And Hard. This Is Not. This One Spreads Easily. That One Left My Hair With A Thick, White Waxy Coat. That Other Seller Claimed It Was Real Avocado Butter. Lol. I Will Only Order From Dr. Adorable.",nan,Bangalore,salon,5.0,"Nice and soft This is real avocado butter. Soft and buttery. I love it.I ordered avocado butter years ago from another site and the difference is clear. That one was waxy and hard. This is not. This one spreads easily. That one left my hair with a thick, white waxy coat. That other seller claimed it was real avocado butter. LOL. I will only order from Dr. adorable.",367,68
Shape Not As Pointed As I Thought They Were Going To Be But They’Re Cute And Work For Me !,nan,Ahmedabad,salon,4.0,Shape Not as pointed as I thought they were going to be but they’re cute and work for me !,90,20
"Meh I'M Not Entirely Happy With This Product. The Width Of The Neck Is Too Large...Even On My 9 Year Old. A Lot Of Hair Gets Underneath. It Could Be Longer, Too.",nan,Bangalore,salon,3.0,"Meh I'm not entirely happy with this product. The width of the neck is too large...even on my 9 year old. A lot of hair gets underneath. It could be longer, too.",161,32
Hard To Find At Drug Stores I Have Been Using This Product On My Platinum Blonde Hair For Years. It Is Lightweight And Clean Feeling With No Stickiness At All.  I Usually Rub It In My Hands And Then Through My Hair When It Is Dry.  I Get Compliments And I Have A Lot Of Shine And Good Control.,nan,Bangalore,salon,5.0,Hard to find at drug stores I have been using this product on my platinum blonde hair for years. It is lightweight and clean feeling with no stickiness at all. I usually rub it in my hands and then through my hair when it is dry. I get compliments and I have a lot of shine and good control.,291,59
Great For Curly Girl! This Thing Is Awesome! Great For Space Saving! Works With A Lot Of Different Hair Dryers.,nan,Bangalore,salon,5.0,Great for curly girl! This thing is awesome! Great for space saving! Works with a lot of different hair dryers.,111,20
"Better Moisturized Skin As A Result This Serum Is Thin And Non Greasy, And Both My Mom And I Tried It And Experienced More Supply, Better Moisturized Skin As A Result. It'S Not A Miracle Cure, But It Certainly Provides Some Moisture, And Is A Good Mix With The Moisturizer (Square A One-To-One Ratio And Apply On Top Of The Serum).",nan,Ahmedabad,salon,5.0,"better moisturized skin as a result This serum is thin and non greasy, and both my mom and I tried it and experienced more supply, better moisturized skin as a result. It's not a miracle cure, but it certainly provides some moisture, and is a good mix with the moisturizer (square a one-to-one ratio and apply on top of the serum).",331,61
"Works Well, But Has A Minor Design Flaw I Have Used Ionizing Brushes For Over 30 Years—Since They Were First Sold By Sharper Image. The Negative Ions Work Very Well To Flatten The Surface Of The Cuticle Of Each Hair, Making The Hair Less Likely To Break Or Split, And Also Softer.<Br /><Br />This Particular Brush Works Well, But The One I Received Has A Minor Design Flaw: The Brush Part Pops Off So Easily That I Have To Hold It Tight With My Thumb, Making It Less Ergonomic Than It Might Be... Not An Issue For Me. As For The Vibrating Part, I Couldn'T Tell, But That'S Not What I Bought It For. This Brush Generates No Heat, Which Is Exactly What I Wanted. Unlike Some Similar Products, There Are No Seams That Could Catch The Hair.<Br /><Br />Tips For All Ionizing Brushes:<Br />(1) If They Don'T Need Electricity (Cord Or Batteries), They'Re Not The Real Deal<Br />(2) Heating Elements, Just Like Heated Blow-Drying, Tend To Dry Out Your Hair And Make It More Brittle: Even Oily Hair Can Get Dried Out<Br />(3) Brush Your Hair Slowly To Get The Best Result<Br />(4) If Your Hair Is Flatter After Using It, And You Don'T Like That, Bend Over And Brush It Upside Down To Get More Volume",nan,Bangalore,salon,4.0,"works well, but has a minor design flaw I have used ionizing brushes for over 30 years—since they were first sold by Sharper Image. The negative ions work very well to flatten the surface of the cuticle of each hair, making the hair less likely to break or split, and also softer.<br /><br />This particular brush works well, but the one I received has a minor design flaw: the brush part pops off so easily that I have to hold it tight with my thumb, making it less ergonomic than it might be... not an issue for me. As for the vibrating part, I couldn't tell, but that's not what I bought it for. This brush generates NO heat, which is exactly what I wanted. Unlike some similar products, there are NO seams that could catch the hair.<br /><br />TIPS FOR ALL IONIZING BRUSHES:<br />(1) if they don't need electricity (cord or batteries), they're not the real deal<br />(2) heating elements, just like heated blow-drying, tend to dry out your hair and make it more brittle: even oily hair can get dried out<br />(3) brush your hair SLOWLY to get the best result<br />(4) if your hair is flatter after using it, and you don't like that, bend over and brush it upside down to get more volume",1190,218
"Perfect! Exactly What I Had Been Looking For. Beautiful Colors, Firm Fitting So They Don'T Slip Off And They Hold All Of My Very Thick Hair In Place.",nan,Bangalore,salon,5.0,"Perfect! Exactly what I had been looking for. Beautiful colors, firm fitting so they don't slip off and they hold all of my very thick hair in place.",149,28
"Every Girl Needs A Pair Of Boots I Love This Item. It Works Great In My Hair. Doesn'T Pull Or Get Loose Throughout The Day, Even When Working. Doubles As A Super Cute Bracelet. The Little Boots Are Actually Very Detailed And Haven'T Scratched Or Chipped.",nan,Ahmedabad,salon,5.0,"Every girl needs a pair of boots I LOVE this item. It works great in my hair. Doesn't pull or get loose throughout the day, even when working. Doubles as a super cute bracelet. The little boots are actually very detailed and haven't scratched or chipped.",254,46
Amazing Hair [[Videoid:862154094730Ec36A233Eb0E70F896Af]] I’M In Love With This Head Band Wig She Is Just So Beautiful And Soft It’S Thick And Long As View On Amazon I Can Buy From This Company,nan,Ahmedabad,salon,5.0,Amazing hair [[VIDEOID:862154094730ec36a233eb0e70f896af]] I’m in love with this Head band wig she is just so Beautiful and soft it’s thick and long as view on amazon I can buy from this company,193,32
The Best For 30 Years :) I Love The Quality/Value Of This Product !!! I Have Curly Hair And I Have Been Using It For Exactly 30 Years :) !!!. Yes… I Was 20 When I Found It. Not Used Anything Else Since !,nan,Ahmedabad,salon,5.0,The BEST FOR 30 years :) I Love the quality/value of this product !!! I have curly hair and I have been using it for exactly 30 years :) !!!. Yes… I was 20 when I found it. Not used anything else since !,203,44
Not So Great The First Time I Purchased This Product The Smell Of It Was Wonderful And It Did Great Things For My Hair Because Of The Argon Oil. I Ordered Some More And It Was Not The Same Smell It Did Not Treat My Hair The Same Way As The First Time I Had Purchased It.,nan,Ahmedabad,salon,2.0,Not so great The first time I purchased this product the smell of it was wonderful and it did great things for my hair because of the argon oil. I ordered some more and it was not the same smell it did not treat my hair the same way as the first time I had purchased it.,270,57
"Not Understanding All The Raving Reviews Having Multiple Skin Ailments (Psoriasis, Eczema, Dry Spots On Face, Hands Often Dry And Cracked Due To Nature Of My Work, Occasional Healing Acme Spots) I Have Tried Many Creams, Gels, Prescriptions, Ect. This Product Is Just Ok. It Smells Nice And Goes On Smooth But Leaves A Slight Greasy Feeling For A Bit. And After Trying Religiously For Several Weeks I Can'T Tell It Made A Difference In Any Of My Issues.",nan,Ahmedabad,salon,3.0,"Not understanding all the raving reviews Having multiple skin ailments (psoriasis, eczema, dry spots on face, hands often dry and cracked due to nature of my work, occasional healing acme spots) I have tried many creams, gels, prescriptions, ECT. This product is just ok. It smells nice and goes on smooth but leaves a slight greasy feeling for a bit. And after trying religiously for several weeks I can't tell it made a difference in any of my issues.",453,79
"Looks Very Natural - Not Too Dark! This Is A Great Self Tanner, Especially For The Price! I Have Tried Drug Store Tanners That Leave You Looking Orange And Sparkly, But This Looks Very Natural. I Think It Especially Looks Good If You Already Have A Bit Of A Tan, But I Use This In The Middle Of Winter Too. When Applying To My Face, I Do Like To Use A Mixture Of Half Tanning Lotion And Half Normal Face Moisturizer. I Just Think It Makes My Face Look A Little Too Dark When I Only Use The Tanner Alone On My Face.",nan,Bangalore,salon,5.0,"Looks very natural - not too dark! This is a GREAT self tanner, especially for the price! I have tried drug store tanners that leave you looking orange and sparkly, but this looks very natural. I think it especially looks good if you already have a bit of a tan, but I use this in the middle of winter too. When applying to my face, I do like to use a mixture of half tanning lotion and half normal face moisturizer. I just think it makes my face look a little TOO dark when I only use the tanner alone on my face.",514,103
"Color Is Natural, Color Is #2 On All Pics I Have Several X-Tress/Soku Wigs.<Br /><Br />This Is A Machine Made Part. There Is No Lace To Cut.<Br />This Is A Synthetic Hair Wig. It Has Beautiful Luster.<Br />No Fake Shiny<Br />No Odor<Br />Cap Is Well Constructed, No Funky, No Wefts Showing, No Wefts Breaking, No Tearing<Br /><Br />In This Particular "" Model"" Of X-Tress As Described<Br />*** There Is Zero Combs ***<Br />I Wear My Wig Grip With My Wig Cap And It Is Good. No Movement.<Br />I Am Not Worried At All. The Cap Is Average, It Is Not Considered Small.<Br />It Isn'T A Cap Swimming On My Head.<Br /><Br /> My Measurement Is 21.5 Inches. My Natural Hair Is Close To The Scalp, Clipper Pixie.<Br />Nothing In The Way Basically And This Wig Suits Me Perfect ( Add Wig Grip And Cap)<Br /><Br />This #2 Is With A Darkest Of Brown Cast. This How And Why I Love Soku / X-Tress<Br />They Achieve Natural Color With Their Hair In Tone And Hue. I Am Never Left With<Br />A Giant Sigh .. Why Is It Sooooo Black, Not Once.<Br /><Br />Not Even With My "" 1B"" Purchase. There Is Still A Hue Of Darkest Brown Within The Darkest Of Tones.<Br /><Br />Nothing Worse Than A Witchy Halloween Black Root With An Ombre,<Br />And Or Overt Costume Black For An Everyday Wig, It'S Unwearable.<Br /><Br />I Do Not Know Anyone Who Has Over-Dyed Crayola Black Hair Do You?<Br /><Br />The Parting Space Has A Small Linear Band Like Area, Across That Is Alike Lace Front, A Little Over A Centimetre.<Br />This Where You Can Do, If You Chose To, Use Spray Or Gel, For Extra Security.<Br />This Wig Has Density. It Is Not Thin. It May Thin Out Towards The Bottom.<Br />However From Scalp To 24 Inches, You'Ve Got A Lot Of Hair. It'S Not Wiggy.<Br />I Have Not Altered This Wig In Any Of The Photos, Other Than The Lopping Off The Length.<Br />I Did Not Use Thinning Shears On Her.<Br /><Br />I Use A Mannequin Head, I Assess And Then Use My Wahl Clippers And Lop Off The Bottom, Slowly.<Br />28 Inches Is Great, You Can Then Alter The Wig To Different Lengths, Before It'S Been Loved Too Much, Unable To Wear.",nan,Ahmedabad,salon,5.0,"color is natural, color is #2 on all pics I have several X-tress/Soku wigs.<br /><br />This is a machine made part. There is no lace to cut.<br />This is a Synthetic hair wig. It has beautiful luster.<br />No fake shiny<br />No odor<br />Cap is well constructed, no funky, no wefts showing, no wefts breaking, no tearing<br /><br />In this particular "" model"" of X-tress as described<br />*** there is Zero Combs ***<br />I wear my wig grip with my wig cap and it is Good. No movement.<br />I am not worried at all. The cap is average, it is not considered small.<br />It isn't a cap swimming on my head.<br /><br /> My measurement is 21.5 inches. My natural hair is close to the scalp, clipper Pixie.<br />Nothing in the way basically and this wig suits me perfect ( add wig grip and cap)<br /><br />This #2 is with a darkest of brown cast. This how and why I love Soku / X-tress<br />they achieve natural color with their hair in tone and hue. I am never left with<br />a giant sigh .. why is it sooooo black, not once.<br /><br />Not even with my "" 1B"" purchase. There is still a hue of darkest brown within the darkest of tones.<br /><br />Nothing worse than a Witchy Halloween Black Root with an Ombre,<br />and or overt costume black for an everyday wig, it's unwearable.<br /><br />I do not know anyone who has Over-dyed Crayola black hair do you?<br /><br />The parting space has a small linear band like area, across that is alike lace front, a little over a centimetre.<br />This where you can do, if you chose to, use spray or gel, for extra security.<br />This wig has density. It is not thin. It may thin out towards the bottom.<br />However from scalp to 24 inches, You've got a lot of Hair. It's NOT WIGGY.<br />I have not altered this wig in any of the photos, other than the lopping off the length.<br />I did not use thinning shears on Her.<br /><br />I use a Mannequin Head, I assess and then use my Wahl Clippers and lop off the bottom, slowly.<br />28 inches is great, you can then alter the wig to different lengths, before it's been loved too much, unable to wear.",2087,384
Jojo Neon Bow So Cute! Worked Great For Neon Day!!,nan,Bangalore,salon,5.0,JoJo neon bow So cute! Worked great for neon day!!,50,10
"Love These! These Headbands Are Super Comfortable, Very Stretchy And Cute Too! I Keep One In The Bathroom To Hold My Hair Back While Washing Up. And Also The Price Is Unbeatable. Highly Recommended!",nan,Ahmedabad,salon,5.0,"Love these! These headbands are super comfortable, very stretchy and cute too! I keep one in the bathroom to hold my hair back while washing up. And also the price is unbeatable. Highly recommended!",198,34
"Fantastic For A Blended Tight/Loose Curl Look Definitely Works.  Will Curl My Hair Like No Other Tool I'Ve Tried.  Long As In Really Long Wand Which Is Awesome For Us Long Haired Women.  But The Advertising That You Can Have Either Tighter Or Looser Curls By Using Selective Sections Of The Wand - Not So Much.  Unless You Have Some Serious Time To Spend Carefully Wrapping Then Moving Each Little Piece Back To The Larger Knobs Your Hair Ends Up In The Valleys, Giving A Tighter Curl, Which I Don'T Always Want.<Br /><Br />So For A Breeze Through My Hair To Get Fabulous Curls Yes It'S Awesome.  Will Have To Purchase A Larger Sized Wand To Get The Looser Curls Looks I Sometimes Want.",nan,Bangalore,salon,4.0,"Fantastic for a blended tight/loose curl look Definitely works. Will curl my hair like no other tool I've tried. Long as in REALLY long wand which is awesome for us long haired women. BUT the advertising that you can have either tighter or looser curls by using selective sections of the wand - not so much. Unless you have some serious time to spend carefully wrapping then moving each little piece back to the larger knobs your hair ends up in the valleys, giving a tighter curl, which I don't always want.<br /><br />So for a breeze through my hair to get fabulous curls yes it's awesome. Will have to purchase a larger sized wand to get the looser curls looks I sometimes want.",681,124
"Waste Of Money. Impossible To Return This Little Rubber Tube Did Not Fit My Hair Dryer Or My Diffuser. When I Tried To Return, I Was Told To Return To The Seller Directly, Not Amazon. The Seller Told Me To Take It To Usps, But Failed To Provide Any Address Even After Numerous Attempts To Contact Them For The Address.",nan,Bangalore,salon,1.0,"Waste of money. Impossible to return This little rubber tube did not fit my hair dryer OR my diffuser. When I tried to return, I was told to return to the seller directly, not Amazon. The seller told me to take it to USPS, but failed to provide any address even after numerous attempts to contact them for the address.",318,60
"Well Made Unit This Is An Extremely Well-Made Unit And Appears Completely Waterproof.  It Charges In About An Hour With A Charge That Lasts Me Four Showers.  While It Removes Some Skin I Would Prefer Stiffer Rubber “Bristles.”  The Handle Is Made Of A Slippery Plastic That Is Impossible To Hang Into With Soapy Hands.  Probably Ok For The Bathtub, But Risky In The Shower.  Men Usually Have Larger Backs And Are Less Flexible.  So I Made A Longer “Handle” With A 12” Pvc Pipe, Attached With A Gasket And A Hose Clamp, Easily Removed For Charging.  The Pipe Also Doesn’T Slip In A Soapy Hand.  With All The Running Gear In The Head The Unit Is Top Heavy When In The Charger.  Even The Suction Cups On The Charger Base Can’T Hold It Upright.  However, The Gasket For The Handle Also Pushes The Unit Enough Off Center To Balance It And Prevent Fall Overs.  The Instruction Sheet Is A Riot.  It Reads Like It Was Run From Chinese Through A Translation Program Into “English.”  The Best Line Is “Especially Designed With Horny Brush And Thus Removing Residual Horniness.”  If Only It Were So Simple!  It Should Be Rewritten By A Native English Speaker.",nan,Bangalore,salon,4.0,"Well Made Unit This is an extremely well-made unit and appears completely waterproof. It charges in about an hour with a charge that lasts me four showers. While it removes some skin I would prefer stiffer rubber “bristles.” The handle is made of a slippery plastic that is impossible to hang into with soapy hands. Probably OK for the bathtub, but risky in the shower. Men usually have larger backs and are less flexible. So I made a longer “handle” with a 12” PVC pipe, attached with a gasket and a hose clamp, easily removed for charging. The pipe also doesn’t slip in a soapy hand. With all the running gear in the head the unit is top heavy when in the charger. Even the suction cups on the charger base can’t hold it upright. However, the gasket for the handle also pushes the unit enough off center to balance it and prevent fall overs. The instruction sheet is a riot. It reads like it was run from Chinese through a translation program into “English.” The best line is “Especially designed with horny brush and thus removing residual horniness.” If only it were so simple! It should be rewritten by a native English speaker.",1133,204
Never Buy From Them . They Sold Me Fake Hair They Sold Me Synthetic Hair . I Couldn’T Believe How They Tried To Play It Off As Human. I Had To Go At The Last Minute And Spend Triple On My Hair To Fix This! Never Again,nan,Ahmedabad,salon,1.0,Never buy from them . They sold me fake hair They sold me synthetic hair . I couldn’t believe how they tried to play it off as human. I had to go at the last minute and spend triple on my hair to fix this! NEVER AGAIN,217,47
"Very Creamy But Effective This Retinol Moisturizer Glides Onto Your Skin Feeling Creamy And Wonderful. I Can Feel The Vitamins And Natural Oils At Work.  But After About Three Or Four Days I Did Begin To Notice Exfoliation Taking Place.<Br />We All Know It'S Kind Of A Hassle To Exfoliate, But I'Ve Found If I Buy A Gentle Scrub To Slowly Rub The Extra Dead Skin Away, I Have An Amazing Clear Luminous Glow I Never Would Have Had Without The Retinol And That Exfoliation.<Br />I Definitely Recommend Anyone That Wants Their To Glow, Buy This Product.",nan,Ahmedabad,salon,5.0,"Very creamy but effective This Retinol Moisturizer glides onto your skin feeling creamy and wonderful. I can feel the vitamins and natural oils at work. But after about three or four days I did begin to notice exfoliation taking place.<br />We all know it's kind of a hassle to exfoliate, but I've found if I buy a gentle scrub to slowly rub the extra dead skin away, I have an amazing clear luminous glow I never would have had without the Retinol and that exfoliation.<br />I definitely recommend anyone that wants their to glow, buy this product.",549,97
"Sand Paper  !!!! Too Ruff For Skin , Like 80 Grit Sand Paper",nan,Ahmedabad,salon,1.0,"SAND PAPER !!!! TOO RUFF FOR SKIN , LIKE 80 GRIT SAND PAPER",59,13
Works Great Smells Wonderful And Keeps My Hair In Place Throughout The Day!,nan,Bangalore,salon,5.0,Works Great Smells wonderful and keeps my hair in place throughout the day!,75,13
Smart Purchase This Pocket Organizer Fits Perfectly In The Leg Pocket Of My Scrubs.  Scissors Fit Perfectly And Don'T Cut My Scrubs.,nan,Ahmedabad,salon,5.0,Smart purchase This pocket organizer fits perfectly in the leg pocket of my scrubs. Scissors fit perfectly and don't cut my scrubs.,131,22
"Works Wonderfully This Is Possibly The Best Hand Cream Out There. You Can Wash Your Hands And It Stays On..At Least One Time. It Is Not Greasy. It Is Light. I Have Old, Dry Skin, And It Really Helps...",nan,Ahmedabad,salon,5.0,"Works wonderfully This is possibly the BEST hand cream out there. You can wash your hands and it stays on..at least one time. It is not greasy. It is light. I have old, dry skin, and it really helps...",201,39
"Giftable I Am Familiar With The Kopari Brand.  They Are Considered A ""Clean Beauty"" Brand With Less Toxins Than Most.  This Is A Fun Little Set.  Not Overly Sticky.  Imparts A Nice Shine And Makes Lips Feel Good.  Non Drying.  These Would Make A Great Gift.  No Complaints Or Regrets.",nan,Ahmedabad,salon,5.0,"giftable I am familiar with the Kopari brand. They are considered a ""clean beauty"" brand with less toxins than most. This is a fun little set. Not overly sticky. Imparts a nice shine and makes lips feel good. Non drying. These would make a great gift. No complaints or regrets.",277,50
"Easy To Adjust And Fits Comfortable Around The Neck Hair Cape Well Made, Easy To Adjust And Fits Comfortable Around The Neck",nan,Ahmedabad,salon,5.0,"easy to adjust and fits comfortable around the neck Hair cape well made, easy to adjust and fits comfortable around the neck",124,22
"Great Tool To Cut Down On Acrylic Filing. This Electric Nail File Was Worth The Money I Spent. It Has An Adjustable Speed Setting. The Only Thing Funky About This Is That It'S Kind Of Hard To Get The Tools In And Out Of The File. But After A Couple Times, I Got The Hang Of It.",nan,Bangalore,salon,5.0,"Great tool to cut down on acrylic filing. This electric nail file was worth the money I spent. It has an adjustable speed setting. The only thing funky about this is that it's kind of hard to get the tools in and out of the file. But after a couple times, I got the hang of it.",277,57
"Avoid This Noisy, Can'T Really Heat The Water, Barely Keeps It Warm. But The Absolute Worst Part Of This Foot Bath Are The Rollers That Are Supposed To Massage Your Feet. These Things Are Hard Plastic And Actually Are Sharp In Places. I Tried Them For A Few Seconds Then Tore Them Out And Throw Them Away. They Hurt Badly. Who Could Design Such A Thing? The Catches The Rollers Mounted In Are Not Much Better As They Stand, Sharp And Hard, Into Your Feet. I Guess You Could Cut Those Out, Maybe, But This Thing Isn'T Worth The Time Or Effort. Look Elsewhere For Your Foot Care Needs This Painful Thing Isn'T The One.",nan,Ahmedabad,salon,1.0,"Avoid This Noisy, can't really heat the water, barely keeps it warm. But the absolute worst part of this foot bath are the rollers that are supposed to massage your feet. These things are HARD plastic and actually are sharp in places. I tried them for a few seconds then tore them out and throw them away. They HURT badly. Who could design such a thing? the catches the rollers mounted in are not much better as they stand, sharp and hard, into your feet. I guess you could cut those out, maybe, but this thing isn't worth the time or effort. Look elsewhere for your foot care needs this painful thing isn't the one.",616,115
